,text
134,"['blessed', 'addressed', 'bhikkhus', 'follows', 'way', 'bhikkhus', 'purification', 'beings', 'overcoming', 'sorrow', 'lamentation', 'destruction', 'suffering', 'grief', 'reaching', 'right', 'path', 'attainment', 'nibbana', 'arousings', 'mindfulness']"
135,"['arousings', 'mindfulness']"
136,[]
137,[]
138,[]
139,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body', 'ardent', 'clearly', 'comprehending', 'mindful', 'having', 'overcome', 'world', 'covetousness', 'grief', 'lives', 'contemplating', 'feelings', 'feelings', 'ardent', 'clearly', 'comprehending', 'mindful', 'having', 'overcome', 'world', 'covetousness', 'grief', 'lives', 'contemplating', 'consciousness', 'consciousness', 'ardent', 'clearly', 'comprehending', 'mindful', 'having', 'overcome', 'world', 'covetousness', 'grief', 'lives', 'contemplating', 'mental', 'objects', 'mental', 'objects', 'ardent', 'clearly', 'comprehending', 'mindful', 'having', 'overcome', 'world', 'covetousness', 'grief']"
140,"['contemplation', 'body']"
141,"['mindfulness', 'breathing']"
142,[]
143,"['bhikkhus', 'bhikkhu', 'live', 'contemplating', 'body', 'body']"
144,[]
145,"['bhikkhus', 'bhikkhu', 'gone', 'forest', 'foot', 'tree', 'place', 'sits', 'bends', 'legs', 'crosswise', 'lap', 'keeps', 'body', 'erect', 'arouses', 'mindfulness', 'object', 'meditation', 'breath']"
146,[]
147,"['mindful', 'breathes', 'mindful', 'breathes', 'thinking', 'breathe', 'long', 'understands', 'breathing', 'long', 'thinking', 'breathe', 'long', 'understands', 'breathing', 'long', 'thinking', 'breathe', 'short', 'understands', 'breathing', 'short', 'thinking', 'breathe', 'short', 'understands', 'breathing', 'short']"
148,[]
149,"['experiencing', 'body', 'shall', 'breathe', 'thinking', 'trains', 'himself', 'experiencing', 'body', 'shall', 'breathe', 'thinking', 'trains', 'himself', 'calming', 'activity', 'body', 'shall', 'breathe', 'thinking', 'trains', 'himself', 'calming', 'activity', 'body', 'shall', 'breathe', 'thinking', 'trains', 'himself']"
150,[]
151,"['just', 'clever', 'turner', 'turners', 'apprentice', 'turning', 'long', 'understands', 'turn', 'long', 'turning', 'short', 'understands', 'turn', 'short', 'just', 'bhikkhus', 'bhikkhu', 'breathes', 'long', 'understands', 'breathe', 'long', 'breathes', 'long', 'understands', 'breathe', 'long', 'breathes', 'short', 'understands', 'breathe', 'short', 'breathes', 'short', 'understands', 'breathe', 'short', 'trains', 'himself', 'thought', 'experiencing', 'body', 'shall', 'breathe', 'trains', 'himself', 'thought', 'experiencing', 'body', 'shall', 'breathe', 'trains', 'himself', 'thought', 'calming', 'activity', 'body', 'shall', 'breathe', 'trains', 'himself', 'thought', 'calming', 'activity', 'body', 'shall', 'breathe']"
152,[]
153,"['lives', 'contemplating', 'body', 'body', 'internally', 'lives', 'contemplating', 'body', 'body', 'externally', 'lives', 'contemplating', 'body', 'body', 'internally', 'externally', 'lives', 'contemplating', 'originationthings', 'body', 'lives', 'contemplating', 'dissolutionthings', 'body', 'lives', 'contemplating', 'originationanddissolutionthings', 'body', 'mindfulness', 'established', 'thought', 'body', 'exists', 'extent', 'necessary', 'just', 'knowledge', 'remembrance', 'lives', 'independent', 'clings', 'naught', 'world', 'bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
154,"['modes', 'deportment']"
155,[]
156,"['bhikkhus', 'going', 'bhikkhu', 'understands', 'going', 'standing', 'understands', 'standing', 'sitting', 'understands', 'sitting', 'lying', 'understands', 'lying', 'just', 'body', 'disposed', 'understands']"
157,[]
158,"['lives', 'contemplating', 'body', 'body', 'internally', 'lives', 'contemplating', 'body', 'body', 'externally', 'lives', 'contemplating', 'body', 'body', 'internally', 'externally', 'lives', 'contemplating', 'originationthings', 'body', 'lives', 'contemplating', 'dissolutionthings', 'body', 'lives', 'contemplating', 'originationanddissolutionthings', 'body', 'mindfulness', 'established', 'thought', 'body', 'exists', 'extent', 'necessary', 'just', 'knowledge', 'remembrance', 'lives', 'independent', 'clings', 'naught', 'world', 'bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
159,"['kinds', 'clear', 'comprehension']"
160,[]
161,"['bhikkhus', 'bhikkhu', 'going', 'forwards', 'going', 'backwards', 'person', 'practicing', 'clear', 'comprehension', 'looking', 'straight', 'looking', 'away', 'person', 'practicing', 'clear', 'comprehension', 'bending', 'stretching', 'person', 'practicing', 'clear', 'comprehension', 'wearing', 'shouldercloak', 'robes', 'bowl', 'person', 'practicing', 'clear', 'comprehension', 'regard', 'eaten', 'drunk', 'chewed', 'savored', 'person', 'practicing', 'clear', 'comprehension', 'defecating', 'urinating', 'person', 'practicing', 'clear', 'comprehension', 'walking', 'standing', 'place', 'sitting', 'position', 'sleeping', 'waking', 'speaking', 'keeping', 'silence', 'person', 'practicing', 'clear', 'comprehension']"
162,[]
163,"['lives', 'contemplating', 'body', 'body', 'internally', 'clings', 'naught', 'world', 'bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
164,"['reflection', 'repulsiveness', 'body']"
165,[]
166,"['bhikkhus', 'bhikkhu', 'reflects', 'just', 'body', 'hemmed', 'skin', 'manifold', 'impurity', 'soles', 'hair', 'thinking', 'body', 'hair', 'head', 'hair', 'body', 'nails', 'teeth', 'skin', 'flesh', 'fibrous', 'threads', 'veins', 'nerves', 'sinews', 'tendons', 'bones', 'marrow', 'kidneys', 'heart', 'liver', 'pleura', 'spleen', 'lungs', 'contents', 'stomach', 'intestines', 'mesentery', 'feces', 'bile', 'phlegm', 'pus', 'blood', 'sweat', 'solid', 'fat', 'tars', 'fat', 'dissolved', 'saliva', 'mucus', 'synovic', 'fluid', 'urine']"
167,[]
168,"['just', 'bhikkhus', 'bag', 'having', 'openings', 'grain', 'differing', 'kind', 'hillpaddy', 'paddy', 'greengram', 'cowpea', 'sesamum', 'rice', 'man', 'seeing', 'eyes', 'having', 'loosened', 'reflect', 'thinking', 'hill', 'paddy', 'paddy', 'greengram', 'cowpea', 'sesamum', 'rice', 'way', 'bhikkhus', 'bhikkhu', 'reflects', 'just', 'body', 'hemmed', 'skin', 'manifold', 'impurity', 'soles', 'hair', 'thinking', 'body', 'hair', 'head', 'hair', 'body', 'nails', 'teeth', 'skin', 'flesh', 'fibrous', 'threads', 'veins', 'nerves', 'sinews', 'tendons', 'bones', 'marrow', 'kidneys', 'heart', 'liver', 'pleura', 'spleen', 'lungs', 'contents', 'stomach', 'intestines', 'mesentery', 'feces', 'bile', 'phlegm', 'pus', 'blood', 'sweat', 'solid', 'fat', 'tears', 'fat', 'dissolved', 'saliva', 'mucus', 'synovic', 'fluid', 'urine']"
169,[]
170,"['lives', 'contemplating', 'body', 'body', 'internally', 'clings', 'naught', 'world']"
171,[]
172,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
173,"['reflection', 'modes', 'materiality', 'elements', 'dhatu']"
174,[]
175,"['bhikkhus', 'bhikkhu', 'reflects', 'just', 'body', 'according', 'placed', 'disposed', 'way', 'modes', 'materiality', 'thinking', 'body', 'mode', 'solidity', 'mode', 'cohesion', 'mode', 'caloricity', 'mode', 'oscillation']"
176,[]
177,"['bhikkhus', 'manner', 'clever', 'cowbutcher', 'cowbutchers', 'apprentice', 'having', 'slaughtered', 'cow', 'divided', 'way', 'portions', 'sitting', 'junction', 'fourcrossroad', 'manner', 'bhikkhu', 'reflects', 'just', 'body', 'according', 'placed', 'disposed', 'way', 'modes', 'materiality', 'thinking', 'body', 'mode', 'solidity', 'mode', 'cohesion', 'mode', 'caloricity', 'mode', 'oscillation']"
178,[]
179,"['lives', 'contemplating', 'body', 'body', 'internally', 'clings', 'naught', 'world']"
180,[]
181,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
182,"['cemetery', 'contemplation']"
183,[]
184,"['bhikkhus', 'bhikkhu', 'way', 'sees', 'body', 'dead', 'days', 'swollen', 'blue', 'festering', 'thrown', 'charnel', 'ground', 'thinks', 'body', 'body', 'nature', 'body', 'going', 'like', 'body', 'past', 'condition', 'like', 'body']"
185,[]
186,"['lives', 'contemplating', 'body', 'body', 'internally', 'clings', 'naught', 'world']"
187,[]
188,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
189,"['cemetery', 'contemplation']"
190,[]
191,"['bhikkhus', 'bhikkhu', 'way', 'sees', 'whilst', 'eaten', 'crows', 'hawks', 'vultures', 'dogs', 'jackals', 'different', 'kinds', 'worms', 'body', 'thrown', 'charnel', 'ground', 'thinks', 'body', 'body', 'nature', 'body', 'going', 'like', 'body', 'past', 'condition', 'like', 'body']"
192,[]
193,"['lives', 'contemplating', 'body', 'body', 'internally', 'lives', 'contemplating', 'body', 'body', 'externally', 'lives', 'contemplating', 'body', 'body', 'internally', 'externally', 'lives', 'contemplating', 'originationthings', 'body', 'lives', 'contemplating', 'dissolutionthings', 'body', 'lives', 'contemplating', 'originationanddissolutionthings', 'body', 'mindfulness', 'established', 'thought', 'body', 'exists', 'extent', 'necessary', 'just', 'knowledge', 'remembrance', 'lives', 'independent', 'clings', 'naught', 'world']"
194,[]
195,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
196,"['cemetery', 'contemplation']"
197,[]
198,"['bhikkhus', 'bhikkhu', 'way', 'sees', 'body', 'thrown', 'charnel', 'ground', 'reduced', 'skeleton', 'flesh', 'blood', 'held', 'tendons', 'thinks', 'body', 'body', 'nature', 'body', 'going', 'like', 'body', 'past', 'condition', 'like', 'body']"
199,[]
200,"['lives', 'contemplating', 'body', 'body', 'internally', 'lives', 'contemplating', 'body', 'body', 'externally', 'lives', 'contemplating', 'body', 'body', 'internally', 'externally']"
201,[]
202,"['lives', 'contemplating', 'originationthings', 'body', 'lives', 'contemplating', 'dissolutionthings', 'body', 'lives', 'contemplating', 'originationanddissolutionthings', 'body', 'mindfulness', 'established', 'thought', 'body', 'exists', 'extent', 'necessary', 'just', 'knowledge', 'remembrance', 'lives', 'independent', 'clings', 'naught', 'world']"
203,[]
204,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
205,"['cemetery', 'contemplation']"
206,[]
207,"['bhikkhus', 'bhikkhu', 'way', 'sees', 'body', 'thrown', 'charnel', 'ground', 'reduced', 'bloodbesmeared', 'skeleton', 'flesh', 'held', 'tendons', 'thinks', 'body', 'body', 'nature', 'body', 'going', 'like', 'body', 'past', 'condition', 'like', 'body']"
208,[]
209,"['lives', 'contemplating', 'body', 'body', 'internally', 'clings', 'naught', 'world']"
210,[]
211,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
212,"['cemetery', 'contemplation']"
213,[]
214,"['bhikkhus', 'bhikkhu', 'way', 'sees', 'body', 'thrown', 'charnel', 'ground', 'reduced', 'skeleton', 'held', 'tendons', 'flesh', 'besmeared', 'blood', 'thinks', 'body', 'body', 'mind', 'nature', 'body', 'going', 'like', 'body', 'past', 'condition', 'like', 'body']"
215,[]
216,"['lives', 'contemplating', 'body', 'body', 'internally', 'clings', 'naught', 'world']"
217,[]
218,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
219,"['cemetery', 'contemplation']"
220,[]
221,"['bhikkhus', 'bhikkhu', 'way', 'sees', 'body', 'thrown', 'charnel', 'ground', 'reduced', 'bones', 'gone', 'loose', 'scattered', 'directions', 'bone', 'hand', 'bone', 'foot', 'shin', 'bone', 'thigh', 'bone', 'pelvis', 'spine', 'skull', 'different', 'place', 'thinks', 'body', 'body', 'nature', 'body', 'going', 'like', 'body', 'past', 'condition', 'like', 'body']"
222,[]
223,"['lives', 'contemplating', 'body', 'body', 'internally', 'clings', 'naught', 'world']"
224,[]
225,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
226,"['cemetery', 'contemplation']"
227,[]
228,"['bhikkhus', 'bhikkhu', 'way', 'sees', 'body', 'thrown', 'charnel', 'ground', 'reduced', 'bones', 'white', 'color', 'like', 'conch', 'thinks', 'body', 'body', 'nature', 'body', 'going', 'like', 'body', 'past', 'condition', 'like', 'body']"
229,[]
230,"['lives', 'contemplating', 'body', 'body', 'internally', 'clings', 'naught', 'world']"
231,[]
232,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
233,"['cemetery', 'contemplation']"
234,[]
235,"['bhikkhus', 'bhikkhu', 'way', 'sees', 'body', 'thrown', 'charnel', 'ground', 'reduced', 'bones', 'year', 'old', 'heaped', 'thinks', 'body', 'body', 'nature', 'body', 'going', 'like', 'body', 'past', 'condition', 'like', 'body']"
236,[]
237,"['lives', 'contemplating', 'body', 'body', 'internally', 'clings', 'naught', 'world']"
238,[]
239,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
240,"['cemetery', 'contemplation']"
241,[]
242,"['bhikkhus', 'bhikkhu', 'way', 'sees', 'body', 'thrown', 'charnel', 'ground', 'reduced', 'bones', 'gone', 'rotten', 'dust', 'thinks', 'body', 'body', 'nature', 'body', 'going', 'like', 'body', 'past', 'condition', 'like', 'body']"
243,[]
244,"['lives', 'contemplating', 'body', 'body', 'internally', 'lives', 'contemplating', 'body', 'body', 'externally', 'lives', 'contemplating', 'body', 'body', 'internally', 'externally', 'lives', 'contemplating', 'originationthings', 'body', 'lives', 'contemplating', 'dissolutionthings', 'body', 'lives', 'contemplating', 'originationanddissolutionthings', 'body', 'mindfulness', 'established', 'thought', 'body', 'exists', 'extent', 'necessary', 'just', 'knowledge', 'remembrance', 'lives', 'independent', 'clings', 'naught', 'world']"
245,[]
246,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'body', 'body']"
247,"['contemplation', 'feeling']"
248,[]
249,"['bhikkhus', 'bhikkhu', 'live', 'contemplating', 'feeling', 'feelings']"
250,[]
251,"['bhikkhus', 'bhikkhu', 'experiencing', 'pleasant', 'feeling', 'understands', 'experience', 'pleasant', 'feeling', 'experiencing', 'painful', 'feeling', 'understands', 'experience', 'painful', 'feeling', 'experiencing', 'neitherpleasantnorpainful', 'feeling', 'understands', 'experience', 'neitherpleasantnorpainful', 'feeling', 'experiencing', 'pleasant', 'worldly', 'feeling', 'understands', 'experience', 'pleasant', 'worldly', 'feeling', 'experiencing', 'pleasant', 'spiritual', 'feeling', 'understands', 'experience', 'pleasant', 'spiritual', 'feeling', 'experiencing', 'painful', 'worldly', 'feeling', 'understands', 'experience', 'painful', 'worldly', 'feeling', 'experiencing', 'painful', 'spiritual', 'feeling', 'understands', 'experience', 'painful', 'spiritual', 'feeling', 'experiencing', 'neitherpleasantnorpainful', 'worldly', 'feeling', 'understands', 'experience', 'neitherpleasantnorpainful', 'worldly', 'feeling', 'experiencing', 'neitherpleasantnorpainful', 'spiritual', 'feeling', 'understands', 'experience', 'neitherpleasantnorpainful', 'spiritual', 'feeling']"
252,[]
253,"['lives', 'contemplating', 'feelings', 'feelings', 'internally', 'lives', 'contemplating', 'feeling', 'feelings', 'externally', 'lives', 'contemplating', 'feeling', 'feelings', 'internally', 'externally', 'lives', 'contemplating', 'originationthings', 'feelings', 'lives', 'contemplating', 'dissolutionthings', 'feelings', 'lives', 'contemplating', 'originationanddissolutionthings', 'feelings', 'mindfulness', 'established', 'thought', 'feeling', 'exists', 'extent', 'necessary', 'just', 'knowledge', 'remembrance', 'lives', 'independent', 'clings', 'naught', 'world']"
254,[]
255,"['bhikkhus', 'bhikkhu', 'lives', 'contemplating', 'feeling', 'feelings']"
256,"['contemplation', 'consciousness']"
257,[]
258,"['bhikkhus', 'bhikkhu', 'live', 'contemplating', 'consciousness', 'consciousness']"
259,[]
260,"['bhikkhus', 'bhikkhu', 'understands', 'consciousness', 'lust', 'lust', 'consciousness', 'lust', 'lust', 'consciousness', 'hate', 'hate', 'consciousness', 'hate', 'hate', 'consciousness', 'ignorance', 'ignorance', 'consciousness', 'ignorance', 'ignorance', 'shrunken', 'state', 'consciousness', 'shrunken', 'state', 'distracted', 'state', 'consciousness', 'distracted', 'state', 'state', 'consciousness', 'great', 'state', 'great', 'state', 'consciousness', 'great', 'state', 'great', 'state', 'consciousness', 'mental', 'state', 'superior', 'state', 'mentally', 'higher', 'state', 'consciousness', 'mental', 'state', 'superior', 'state', 'mentally', 'higher', 'quieted', 'state', 'consciousness', 'quieted', 'state', 'state', 'consciousness', 'quieted', 'state', 'quieted', 'freed', 'state', 'consciousness', 'freed', 'unfreed', 'state', 'consciousness', 'unfreed']"
261,[]
262,"['lives', 'contemplating', 'consciousness', 'consciousness', 'internally', 'lives', 'contemplating', 'consciousness', 'consciousness', 'externally', 'lives', 'contemplating', 'consciousness', 'consciousness', 'internally', 'externally', 'lives', 'contemplating', 'originationthings', 'consciousness', 'lives', 'contemplating', 'dissolutionthings', 'consciousness', 'lives', 'contemplating', 'originationanddissolutionthings', 'consciousness', 'mindfulness', 'established', 'thought', 'consciousness', 'exists', 'extent', 'necessary', 'just', 'knowledge', 'remembrance', 'lives', 'independent', 'clings', 'naught', 'world']"
